Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance: F1: Light, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Light, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Light, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Light, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Light, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Light, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Light, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Light, Sample, I1, Insoluble_S59L-WT, 1","Abundance: F1: Heavy, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Heavy, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Heavy, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Heavy, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Heavy, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Heavy, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Heavy, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Heavy, Sample, I1, Insoluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,Q80UU9,Membrane-associated progesterone receptor component 2 [OS=Mus musculus],0,9.354,12,1,6,1,23.3,Pgrmc2,,,,,,,,,,,,,,,,,,,,,,,RHOA GTPase cycle; RHOG GTPase cycle; Heme signaling; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOD GTPase cycle
FALSE,High,Master Protein,O35682,Myeloid-associated differentiation marker [OS=Mus musculus],0,9.339,8,2,14,2,35.3,Myadm,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9CQU3,Protein RER1 [OS=Mus musculus],0,9.334,19,2,6,2,23,Rer1,1000,1000,,,,,,,,,,,10005574,4161807,4840293,3756744,,,,1300370.25,Acetyl [N-Term],,
FALSE,High,Master Protein,O08529,Calpain-2 catalytic subunit [OS=Mus musculus],0,9.324,8,5,8,5,79.8,Capn2,,,,,,,,,,,,,,,,,,,,,,Alzheimer's disease; Integrin-mediated cell adhesion,"Degradation of the extracellular matrix; High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells; Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
FALSE,High,Master Protein,Q4KML4,Costars family protein ABRACL [OS=Mus musculus],0,9.323,31,2,6,2,9,Abracl,,,,,,,,,,,,,,,,,,,,,Acetyl [N-Term],,
FALSE,High,Master Protein,Q9Z2U1,Proteasome subunit alpha type-5 [OS=Mus musculus],0,9.297,23,4,9,4,26.4,Psma5,5.171,1000,0.000558659,,1159181.875,1705041.875,,1519664.75,,,,1228761.75,6183031.5,7971877.75,6885470.375,7616691,1084727.25,1475423.375,1759221.75,1663593.75,,Proteasome degradation,"Neddylation; Antigen processing: Ubiquitination & Proteasome degradation; MAPK6/MAPK4 signaling; Separation of Sister Chromatids; Neutrophil degranulation; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; ER-Phagosome pathway; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Degradation of CDH1; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly; Antigen processing: Ub, ATP-independent proteasomal degradation; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins"
FALSE,High,Master Protein,Q62186,Translocon-associated protein subunit delta [OS=Mus musculus],0,9.29,17,2,11,2,18.9,Ssr4,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5SUF2,Luc7-like protein 3 [OS=Mus musculus],0,9.285,9,3,6,3,51.4,Luc7l3,1000,,,,,,,,,,,,,,2882513,,,,,,Acetyl [N-Term],,mRNA Splicing - Major Pathway
FALSE,High,Master Protein,Q8VE19,GATOR2 complex protein MIOS [OS=Mus musculus],0,9.274,5,3,7,3,98.3,Mios,,,,,,,,,,,,,,,,,,,,,,,Amino acids regulate mTORC1
FALSE,High,Master Protein,Q9CR59,Large ribosomal subunit protein mL64 [OS=Mus musculus],0,9.27,12,3,16,3,25.8,Gadd45gip1,1000,0.882,,0.410198879,,,,,,7240054,7152138.5,,3211096.25,,2715038.25,2299846,3325663,2980220.5,6305143,,,Mechanisms associated with pluripotency,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,P01831,Thy-1 membrane glycoprotein [OS=Mus musculus],0,9.261,25,3,12,3,18.1,Thy1,,,,,,,,,,,,,,,,,,,,,,,Post-translational modification: synthesis of GPI-anchored proteins
FALSE,High,Master Protein,Q811U4,Mitofusin-1 [OS=Mus musculus],0,9.256,5,3,10,3,83.7,Mfn1,,,,,,,,,,,,,,,,,,,,,,,PINK1-PRKN Mediated Mitophagy; Factors involved in megakaryocyte development and platelet production; RHOT2 GTPase cycle
FALSE,High,Master Protein,P68037,Ubiquitin-conjugating enzyme E2 L3 [OS=Mus musculus],0,9.236,29,3,11,3,17.9,Ube2l3,6.095,1000,,,,866441.9375,,1247048.375,,,1442998.625,,,5281383,4681338,,1121422.25,2264043.25,2804486.25,3481032,,Parkinson's disease,Antigen processing: Ubiquitination & Proteasome degradation; E3 ubiquitin ligases ubiquitinate target proteins; PINK1-PRKN Mediated Mitophagy; Regulation of TNFR1 signaling; Regulation of necroptotic cell death; Synthesis of active ubiquitin: roles of E1 and E2 enzymes
FALSE,High,Master Protein,P26369,Splicing factor U2AF 65 kDa subunit [OS=Mus musculus],0,9.223,9,3,9,3,53.5,U2af2,1,,,,2083531.625,,,,,,,,,,,1888352.75,,,,,,mRNA processing,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA Splicing - Major Pathway; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; Protein hydroxylation
FALSE,High,Master Protein,P21845,Tryptase beta-2 [OS=Mus musculus],0,9.21,13,3,11,3,30.9,Tpsb2,0.001,0.001,,,1983374.625,2411054,1978803,3181816.25,,,1016773.125,1368583.125,,,,,,,,,,,Activation of Matrix Metalloproteinases
FALSE,High,Master Protein,P63321,Ras-related protein Ral-A [OS=Mus musculus],0,9.198,10,2,12,2,23.5,Rala,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q8K2C6,"NAD-dependent protein deacylase sirtuin-5, mitochondrial [OS=Mus musculus]",0,9.194,9,2,6,2,34.1,Sirt5,,,,,,,,,,,,,,,,,,,,,,,Transcriptional activation of mitochondrial biogenesis
FALSE,High,Master Protein,P63328,Protein phosphatase 3 catalytic subunit alpha [OS=Mus musculus],0,9.146,8,4,16,1,58.6,Ppp3ca,,,,,,,,,,,,,,,,,,,,,,Mitochondrial gene expression; MicroRNAs in cardiomyocyte hypertrophy; Alzheimer's disease; Serotonin and anxiety; G protein signaling pathways; Spinal cord injury; B cell receptor signaling pathway; Mapk signaling pathway,FCERI mediated Ca+2 mobilization; Ca2+ pathway; Calcineurin activates NFAT; CLEC7A (Dectin-1) induces NFAT activation
FALSE,High,Master Protein,P28656,Nucleosome assembly protein 1-like 1 [OS=Mus musculus],0,9.134,12,3,6,2,45.3,Nap1l1,1000,,,,,,,,,,,,4602397,,,,,,,,,,
FALSE,High,Master Protein,P14211,Calreticulin [OS=Mus musculus],0,9.104,12,4,15,4,48,Calr,1,,,,,,893785.1875,,,,,,1612128.5,,,,,,,,,Androgen receptor signaling pathway; Calcium regulation in cardiac cells,"ER-Phagosome pathway; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; Scavenging by Class A Receptors; Calnexin/calreticulin cycle"
FALSE,High,Master Protein,Q922Y1,UBX domain-containing protein 1 [OS=Mus musculus],0,9.097,9,2,8,2,33.6,Ubxn1,,,,,,,,,,,,,,,,,,,,,Acetyl [N-Term],,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; N-glycan trimming in the ER and Calnexin/Calreticulin cycle
FALSE,High,Master Protein,P70398,Ubiquitin carboxyl-terminal hydrolase 9X [OS=Mus musculus],0,9.074,2,5,10,5,290.5,Usp9x,1.428,0.934,0.02536321,0.331115745,4281364,5116476,4778858.5,4782082,5968036,7152263,6562524.5,7637178,6914652,6461870,8784002,6035897.5,4214155.5,7047526,7021074.5,6764923,,,RHOU GTPase cycle; RHOV GTPase cycle; Peroxisomal protein import; Downregulation of SMAD2/3:SMAD4 transcriptional activity; Ub-specific processing proteases; Synthesis of active ubiquitin: roles of E1 and E2 enzymes
FALSE,High,Master Protein,Q924L1,LETM1 domain-containing protein 1 [OS=Mus musculus],0,9.067,10,3,7,3,41.7,Letmd1,1000,,,,,,,,,,,,2364809.5,1259746.875,1615055,,,,,,,,
FALSE,High,Master Protein,Q8BWA5,Kelch-like protein 31 [OS=Mus musculus],0,9.067,9,3,8,3,70.1,Klhl31,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9JII5,DAZ-associated protein 1 [OS=Mus musculus],0,9.063,8,2,7,2,43.2,Dazap1,,,,,,,,,,,,,,,,,,,,,,mRNA processing,
FALSE,High,Master Protein,P99026,Proteasome subunit beta type-4 [OS=Mus musculus],0,9.056,12,2,8,2,29.1,Psmb4,,,,,,,,,,,,,,,,,,,,,,Proteasome degradation,"Antigen processing: Ubiquitination & Proteasome degradation; MAPK6/MAPK4 signaling; Separation of Sister Chromatids; FCERI mediated NF-kB activation; Downstream TCR signaling; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; ER-Phagosome pathway; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Degradation of CDH1; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly; Antigen processing: Ub, ATP-independent proteasomal degradation; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins"
FALSE,High,Master Protein,O55106,Striatin [OS=Mus musculus],0,9.04,7,3,4,3,85.9,Strn,1000,,,,,,,,,,,,,,2242937.25,1931277.875,,,,,,,"PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Extra-nuclear estrogen signaling"
FALSE,High,Master Protein,P03995,Glial fibrillary acidic protein [OS=Mus musculus],0,8.989,6,3,27,1,49.9,Gfap,,,,,,,,,,,,,,,,,,,,,,Neural crest differentiation; Spinal cord injury,
FALSE,High,Master Protein,O89051,Integral membrane protein 2B [OS=Mus musculus],0,8.974,11,2,12,2,30.2,Itm2b,,,,,,,,,,,,,,,,,,,,,,IL-2 signaling pathway,
FALSE,High,Master Protein,Q09199,"Beta-1,4 N-acetylgalactosaminyltransferase 2 [OS=Mus musculus]",0,8.966,7,3,3,3,58.3,B4galnt2,1000,,,,,,,,,,,,2798305.5,,,,,,,,,,Lewis blood group biosynthesis; Asparagine N-linked glycosylation
FALSE,High,Master Protein,P61089,Ubiquitin-conjugating enzyme E2 N [OS=Mus musculus],0,8.957,20,2,8,2,17.1,Ube2n,,,,,,,,,,,,,,,,,,,,,,,ISG15 antiviral mechanism; FCERI mediated NF-kB activation; Downstream TCR signaling; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Formation of Incision Complex in GG-NER; Antigen processing: Ubiquitination & Proteasome degradation; CLEC7A (Dectin-1) signaling; Aggrephagy; E3 ubiquitin ligases ubiquitinate target proteins; PINK1-PRKN Mediated Mitophagy; NOD1/2 Signaling Pathway; IKK complex recruitment mediated by RIP1; activated TAK1 mediates p38 MAPK activation; TAK1-dependent IKK and NF-kappa-B activation  ; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
FALSE,High,Master Protein,O35972,Large ribosomal subunit protein uL23m [OS=Mus musculus],0,8.953,21,2,18,2,17.1,Mrpl23,,,,,,,,,,,,,,,,,,,,,,mRNA processing,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,Q9CPY1,Large ribosomal subunit protein mL51 [OS=Mus musculus],0,8.951,22,2,8,2,15.1,Mrpl51,1000,1.262,,0.990822355,,,,,,4558297.75,7827490.25,1613389.75,2513184,1113436.375,1918016.25,1537817.375,2424298.5,2905055,5986437,3357863.25,,,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,P48453,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform [OS=Mus musculus],0,8.905,8,4,18,1,59.1,Ppp3cb,,,,,,,,,,,,,,,,,,,,,,MicroRNAs in cardiomyocyte hypertrophy; Alzheimer's disease; B cell receptor signaling pathway; T cell receptor signaling pathway; Mapk signaling pathway,FCERI mediated Ca+2 mobilization; Ca2+ pathway; Calcineurin activates NFAT; CLEC7A (Dectin-1) induces NFAT activation
FALSE,High,Master Protein,Q6ZWR6,Nesprin-1 [OS=Mus musculus],0,8.902,1,4,7,4,1009.3,Syne1,1000,,,,,,,,,,,,2982848.25,,,1963989.25,,,,,,,
FALSE,High,Master Protein,Q9R1P1,Proteasome subunit beta type-3 [OS=Mus musculus],0,8.885,16,2,4,2,22.9,Psmb3,1000,1000,,,,,,,,,,,1858058.875,1561596.125,990682.625,1467937.875,,1357007,,,,,"AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); ER-Phagosome pathway; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; Antigen processing: Ubiquitination & Proteasome degradation; Ub-specific processing proteases; UCH proteinases; KEAP1-NFE2L2 pathway; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; MAPK6/MAPK4 signaling; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Degradation of CDH1; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly; Antigen processing: Ub, ATP-independent proteasomal degradation; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); Degradation of CRY and PER proteins"
FALSE,High,Master Protein,Q922Q9,Chitinase domain-containing protein 1 [OS=Mus musculus],0,8.879,9,3,8,3,44.9,Chid1,1000,,,,,,,,,,,,2853642.25,2979554,,,,,,,,,Platelet degranulation
FALSE,High,Master Protein,P59999,Actin-related protein 2/3 complex subunit 4 [OS=Mus musculus],0,8.827,23,4,27,4,19.7,Arpc4,2.075,1.289,0.001605598,0.010324905,4844359,4909309,3437916.75,4725377,3278636.25,3199937.25,3191595.5,4214566.5,10225867,8629549,8337993.5,9639675,,3964691.25,4309555,5651110,,B cell receptor signaling pathway,Regulation of actin dynamics for phagocytic cup formation; RHO GTPases Activate WASPs and WAVEs; Clathrin-mediated endocytosis; EPHB-mediated forward signaling
FALSE,High,Master Protein,Q91VR7,Microtubule-associated protein 1 light chain 3 alpha [OS=Mus musculus],0,8.816,17,2,16,1,14.3,Map1lc3a,2.984,1000,0.003758576,,8016165,6022397.5,3590402.75,7154983,,,1546445.25,,23187934,18536810,18197628,18990840,2314732.5,4416313.5,4583418.5,,,,Macroautophagy; PINK1-PRKN Mediated Mitophagy; Receptor Mediated Mitophagy
FALSE,High,Master Protein,Q9Z1J3,Cysteine desulfurase [OS=Mus musculus],0,8.745,8,3,12,3,50.5,Nfs1,,,,,,,,,,,,,,,,,,,,,,,Molybdenum cofactor biosynthesis; Mitochondrial iron-sulfur cluster biogenesis; Maturation of TCA enzymes and regulation of TCA cycle; Complex III assembly
FALSE,High,Master Protein,O70492,Sorting nexin-3 [OS=Mus musculus],0,8.732,25,4,14,3,18.7,Snx3,,,,,,,,,,,,,,,,,,,,,,,Ub-specific processing proteases; WNT ligand biogenesis and trafficking
FALSE,High,Master Protein,P62274,Small ribosomal subunit protein uS14 [OS=Mus musculus],0,8.723,34,3,23,3,6.7,Rps29,,,,,,,,,,,,,,,,,,,,,Met-loss [N-Term],Cytoplasmic ribosomal proteins; mRNA processing,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,P22777,Plasminogen activator inhibitor 1 [OS=Mus musculus],0,8.716,9,3,5,3,45.1,Serpine1,,,,,,,,,,,,,,,,,,,,,,,Platelet degranulation ; ECM proteoglycans; Dissolution of Fibrin Clot
FALSE,High,Master Protein,P60603,Reactive oxygen species modulator 1 [OS=Mus musculus],0,8.703,22,1,8,1,8.2,Romo1,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P54265,Myotonin-protein kinase [OS=Mus musculus],0,8.702,5,2,2,2,69.6,Dmpk,,,,,,,,,,,,,,,,,,,,,,,Ion homeostasis
FALSE,High,Master Protein,Q91VI7,Ribonuclease inhibitor [OS=Mus musculus],0,8.659,7,2,4,2,49.8,Rnh1,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P83882,Large ribosomal subunit protein eL42 [OS=Mus musculus],0,8.624,24,3,29,3,12.4,Rpl36a,2.712,3.103,0.014666003,0.022999269,31357996,25439851,29395812,10396744,11614160.5,19088967,7874273,9844507,88737162,58081794,76429806,65399736,24764632.5,37901078,47462385,44440191,,Cytoplasmic ribosomal proteins,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,P97450,"ATP synthase peripheral stalk subunit F6, mitochondrial [OS=Mus musculus]",0,8.604,26,2,4,2,12.5,Atp5pf,1.133,0.001,,,2578627,2005839.5,,,6008834,4519977,7178393.5,,,2272437.5,,1918288,,,,,,Oxidative phosphorylation; Electron transport chain,Mitochondrial protein degradation; Formation of ATP by chemiosmotic coupling; Cristae formation
FALSE,High,Master Protein,P62315,Small nuclear ribonucleoprotein Sm D1 [OS=Mus musculus],0,8.597,20,2,13,2,13.3,Snrpd1,1.493,0.704,0.006858724,0.800449935,3292378.75,3316660.25,1944651.625,2833200.75,3694065,3407345.25,2668056.25,2176098.25,5024130.5,4100711.25,3097142,4140259.5,,1820092.375,4127492,2019749.875,,mRNA processing,snRNP Assembly; mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,Q9D1J3,SAP domain-containing ribonucleoprotein [OS=Mus musculus],0,8.568,14,3,4,3,23.5,Sarnp,0.016,0.001,0.131576987,,4801137.5,7414856,5143716.5,4677169,3642998.75,2098726,4846859.5,4822648,,,1301826.875,1905993.125,,,,1126783,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination
FALSE,High,Master Protein,Q61586,"Glycerol-3-phosphate acyltransferase 1, mitochondrial [OS=Mus musculus]",0,8.501,4,3,8,3,93.6,Gpam,,,,,,,,,,,,,,,,,,,,,,Triacylglyceride synthesis; Glycerolipids and glycerophospholipids,Synthesis of PA; Triglyceride biosynthesis
FALSE,High,Master Protein,P16332,"Methylmalonyl-CoA mutase, mitochondrial [OS=Mus musculus]",0,8.492,3,2,11,2,82.8,Mmut,1000,1000,,,,,,,,,,,2741219,1701525.625,1565517.875,1965935.375,1599655.75,2591036.25,2382442.75,3295702.25,,,Cobalamin (Cbl) metabolism; Propionyl-CoA catabolism
FALSE,High,Master Protein,Q3UHJ0,AP2-associated protein kinase 1 [OS=Mus musculus],0,8.484,6,3,5,3,103.3,Aak1,,,,,,,,,,,,,,,,,,,,,,,Cargo recognition for clathrin-mediated endocytosis
FALSE,High,Master Protein,P61804,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 [OS=Mus musculus],0,8.48,20,3,9,3,12.5,Dad1,,,,,,,,,,,,,,,,,,,,,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane; PD-L1(CD274) glycosylation and translocation to plasma membrane
FALSE,High,Master Protein,Q9EP72,Endoplasmic reticulum membrane protein complex subunit 7 [OS=Mus musculus],0,8.473,26,4,6,4,26.3,Emc7,1000,1000,,,,,,,,,,,25352278,5557866.5,15323922.25,21829447.75,3278847.75,7958249.125,15700755,6774524,,,
FALSE,High,Master Protein,P70271,PDZ and LIM domain protein 4 [OS=Mus musculus],0,8.464,18,4,14,4,35.5,Pdlim4,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P21614,Vitamin D-binding protein [OS=Mus musculus],0,8.459,9,3,6,3,53.6,Gc,1000,1000,,,,,,,,,,,1148121.5,2164558.5,,2120853.5,2697888.25,3133767.25,937753.4375,3252100,,,Vitamin D (calciferol) metabolism
FALSE,High,Master Protein,Q9CQ69,Cytochrome b-c1 complex subunit 8 [OS=Mus musculus],0,8.444,27,2,26,2,9.8,Uqcrq,5.629,1.83,0.022995046,0.177631861,1262545.875,421093.0938,,1124987.625,1615582.625,1559191.125,869853.875,,5658144.5,2977208.75,2136760.75,3513989,,2853099.25,2585855.5,,,Electron transport chain,Respiratory electron transport; Mitochondrial protein degradation; Complex III assembly
